LAMMPS data file from restart file: timestep = 0, procs = 1

100 atoms
100 bonds
100 angles

4 atom types
1 bond types
1 angle types

-80 80 xlo xhi 
-80 80 ylo yhi 
-80 80 zlo zhi 

Masses 

 1 1 
 2 1 
 3 1 
 4 1 

Atoms 

1 1 1 7.5 0 -0 0 0 0 
2 1 1 7.49507 0 -0.156976 0 0 0 
3 1 1 7.48029 0 -0.313333 0 0 0 
4 1 1 7.45572 0 -0.468453 0 0 0 
5 1 1 7.42146 0 -0.621725 0 0 0 
6 1 1 7.37764 0 -0.772542 0 0 0 
7 1 1 7.32444 0 -0.920311 0 0 0 
8 1 1 7.26207 0 -1.06445 0 0 0 
9 1 1 7.19077 0 -1.20438 0 0 0 
10 1 1 7.11082 0 -1.33957 0 0 0 
11 1 1 7.02254 0 -1.46946 0 0 0 
12 1 1 6.92628 0 -1.59356 0 0 0 
13 1 1 6.82242 0 -1.71137 0 0 0 
14 1 1 6.71137 0 -1.82242 0 0 0 
15 1 1 6.59356 0 -1.92628 0 0 0 
16 1 1 6.46946 0 -2.02254 0 0 0 
17 1 1 6.33957 0 -2.11082 0 0 0 
18 1 1 6.20438 0 -2.19077 0 0 0 
19 1 1 6.06445 0 -2.26207 0 0 0 
20 1 1 5.92031 0 -2.32444 0 0 0 
21 1 1 5.77254 0 -2.37764 0 0 0 
22 1 1 5.62172 0 -2.42146 0 0 0 
23 1 1 5.46845 0 -2.45572 0 0 0 
24 1 1 5.31333 0 -2.48029 0 0 0 
25 1 1 5.15698 0 -2.49507 0 0 0 
26 1 1 5 0 -2.5 0 0 0 
27 1 1 4.84302 0 -2.49507 0 0 0 
28 1 1 4.68667 0 -2.48029 0 0 0 
29 1 1 4.53155 0 -2.45572 0 0 0 
30 1 1 4.37828 0 -2.42146 0 0 0 
31 1 1 4.22746 0 -2.37764 0 0 0 
32 1 1 4.07969 0 -2.32444 0 0 0 
33 1 1 3.93555 0 -2.26207 0 0 0 
34 1 1 3.79562 0 -2.19077 0 0 0 
35 1 1 3.66043 0 -2.11082 0 0 0 
36 1 1 3.53054 0 -2.02254 0 0 0 
37 1 1 3.40644 0 -1.92628 0 0 0 
38 1 1 3.28863 0 -1.82242 0 0 0 
39 1 1 3.17758 0 -1.71137 0 0 0 
40 1 1 3.07372 0 -1.59356 0 0 0 
41 1 1 2.97746 0 -1.46946 0 0 0 
42 1 1 2.88918 0 -1.33957 0 0 0 
43 1 1 2.80923 0 -1.20438 0 0 0 
44 1 1 2.73793 0 -1.06445 0 0 0 
45 1 1 2.67556 0 -0.920311 0 0 0 
