LAMMPS data file from restart file: timestep = 0, procs = 1

100 atoms
100 bonds
100 angles

4 atom types
1 bond types
1 angle types

-80 80 xlo xhi 
-80 80 ylo yhi 
-80 80 zlo zhi 

Masses 

 1 1 
 2 1 
 3 1 
 4 1 

Atoms 

1 1 1 -3.3 1.4 3.5 0 0 0 
2 1 1 -4.39151 1.74704 3.06324 0 0 0 
3 1 1 -5.37465 1.95299 2.51797 0 0 0 
4 1 1 -6.227 1.99764 1.88349 0 0 0 
5 1 1 -6.93052 1.8715 1.1823 0 0 0 
6 1 1 -7.47216 1.57654 0.439214 0 0 0 
7 1 1 -7.84429 1.12614 -0.319427 0 0 0 
8 1 1 -8.04489 0.544331 -1.06675 0 0 0 
9 1 1 -8.0776 -0.135635 -1.77629 0 0 0 
10 1 1 -7.95157 -0.873331 -2.4229 0 0 0 
11 1 1 -7.68103 -1.62366 -2.98367 0 0 0 
12 1 1 -7.28482 -2.33967 -3.43875 0 0 0 
13 1 1 -6.78564 -2.97548 -3.77201 0 0 0 
14 1 1 -6.20923 -3.48923 -3.97164 0 0 0 
15 1 1 -5.58342 -3.84566 -4.03058 0 0 0 
16 1 1 -4.93711 -4.01846 -3.94673 0 0 0 
17 1 1 -4.29926 -3.99191 -3.72307 0 0 0 
18 1 1 -3.69775 -3.76201 -3.36751 0 0 0 
19 1 1 -3.15848 -3.33677 -2.89266 0 0 0 
20 1 1 -2.70435 -2.73581 -2.31534 0 0 0 
21 1 1 -2.35448 -1.9893 -1.65599 0 0 0 
22 1 1 -2.12351 -1.1361 -0.937978 0 0 0 
23 1 1 -2.02106 -0.221498 -0.186738 0 0 0 
24 1 1 -2.0514 0.705509 0.571117 0 0 0 
25 1 1 -2.21328 1.59518 1.30874 0 0 0 
26 1 1 -2.5 2.4 2 0 0 0 
27 1 1 -2.89962 3.07755 2.62041 0 0 0 
28 1 1 -3.39541 3.59304 3.14799 0 0 0 
29 1 1 -3.96646 3.92136 3.56405 0 0 0 
30 1 1 -4.5884 4.04855 3.85385 0 0 0 
31 1 1 -5.23432 3.97258 4.00713 0 0 0 
32 1 1 -5.87571 3.70339 4.01845 0 0 0 
33 1 1 -6.48353 3.26214 3.88742 0 0 0 
34 1 1 -7.02921 2.67988 3.61867 0 0 0 
35 1 1 -7.48574 1.99548 3.22173 0 0 0 
36 1 1 -7.82864 1.25321 2.71066 0 0 0 
37 1 1 -8.03683 0.49989 2.10357 0 0 0 
38 1 1 -8.09348 -0.21802 1.42195 0 0 0 
39 1 1 -7.98657 -0.857344 0.689957 0 0 0 
40 1 1 -7.7094 -1.38086 -0.0664755 0 0 0 
41 1 1 -7.26086 -1.75962 -0.820554 0 0 0 
42 1 1 -6.64551 -1.97466 -1.54556 0 0 0 
43 1 1 -5.87345 -2.01815 -2.21582 0 0 0 
44 1 1 -4.96003 -1.8938 -2.80758 0 0 0 
45 1 1 -3.92535 -1.61651 -3.29988 0 0 0 
46 1 1 -2.79359 -1.2113 -3.67528 0 0 0 
47 1 1 -1.59218 -0.711669 -3.92048 0 0 0 
48 1 1 -0.350928 -0.157338 -4.0268 0 0 0 
49 1 1 0.899016 0.408389 -3.99047 0 0 0 
50 1 1 2.12621 0.941464 -3.81277 0 0 0 
51 1 1 3.3 1.4 -3.5 0 0 0 
52 1 1 4.39151 1.74704 -3.06324 0 0 0 
53 1 1 5.37465 1.95299 -2.51797 0 0 0 
54 1 1 6.227 1.99764 -1.88349 0 0 0 
55 1 1 6.93052 1.8715 -1.1823 0 0 0 
56 1 1 7.47216 1.57654 -0.439214 0 0 0 
57 1 1 7.84429 1.12614 0.319427 0 0 0 
58 1 1 8.04489 0.544331 1.06675 0 0 0 
59 1 1 8.0776 -0.135635 1.77629 0 0 0 
60 1 1 7.95157 -0.873331 2.4229 0 0 0 
61 1 1 7.68103 -1.62366 2.98367 0 0 0 
62 1 1 7.28482 -2.33967 3.43875 0 0 0 
63 1 1 6.78564 -2.97548 3.77201 0 0 0 
64 1 1 6.20923 -3.48923 3.97164 0 0 0 
65 1 1 5.58342 -3.84566 4.03058 0 0 0 
66 1 1 4.93711 -4.01846 3.94673 0 0 0 
67 1 1 4.29926 -3.99191 3.72307 0 0 0 
68 1 1 3.69775 -3.76201 3.36751 0 0 0 
69 1 1 3.15848 -3.33677 2.89266 0 0 0 
70 1 1 2.70435 -2.73581 2.31534 0 0 0 
71 1 1 2.35448 -1.9893 1.65599 0 0 0 
72 1 1 2.12351 -1.1361 0.937978 0 0 0 
73 1 1 2.02106 -0.221498 0.186738 0 0 0 
74 1 1 2.0514 0.705509 -0.571117 0 0 0 
75 1 1 2.21328 1.59518 -1.30874 0 0 0 
76 1 1 2.5 2.4 -2 0 0 0 
77 1 1 2.89962 3.07755 -2.62041 0 0 0 
78 1 1 3.39541 3.59304 -3.14799 0 0 0 
79 1 1 3.96646 3.92136 -3.56405 0 0 0 
80 1 1 4.5884 4.04855 -3.85385 0 0 0 
81 1 1 5.23432 3.97258 -4.00713 0 0 0 
82 1 1 5.87571 3.70339 -4.01845 0 0 0 
83 1 1 6.48353 3.26214 -3.88742 0 0 0 
84 1 1 7.02921 2.67988 -3.61867 0 0 0 
85 1 1 7.48574 1.99548 -3.22173 0 0 0 
86 1 1 7.82864 1.25321 -2.71066 0 0 0 
87 1 1 8.03683 0.49989 -2.10357 0 0 0 
88 1 1 8.09348 -0.21802 -1.42195 0 0 0 
89 1 1 7.98657 -0.857344 -0.689957 0 0 0 
90 1 1 7.7094 -1.38086 0.0664755 0 0 0 
91 1 1 7.26086 -1.75962 0.820554 0 0 0 
92 1 1 6.64551 -1.97466 1.54556 0 0 0 
93 1 1 5.87345 -2.01815 2.21582 0 0 0 
94 1 1 4.96003 -1.8938 2.80758 0 0 0 
95 1 1 3.92535 -1.61651 3.29988 0 0 0 
96 1 1 2.79359 -1.2113 3.67528 0 0 0 
97 1 1 1.59218 -0.711669 3.92048 0 0 0 
98 1 1 0.350928 -0.157338 4.0268 0 0 0 
99 1 1 -0.899016 0.408389 3.99047 0 0 0 
100 1 1 -2.12621 0.941464 3.81277 0 0 0 
Bonds

1 1 1 2
2 1 2 3
3 1 3 4
4 1 4 5
5 1 5 6
6 1 6 7
7 1 7 8
8 1 8 9
9 1 9 10
10 1 10 11
11 1 11 12
12 1 12 13
13 1 13 14
14 1 14 15
15 1 15 16
16 1 16 17
17 1 17 18
18 1 18 19
19 1 19 20
20 1 20 21
21 1 21 22
22 1 22 23
23 1 23 24
24 1 24 25
25 1 25 26
26 1 26 27
27 1 27 28
28 1 28 29
29 1 29 30
30 1 30 31
31 1 31 32
32 1 32 33
33 1 33 34
34 1 34 35
35 1 35 36
36 1 36 37
37 1 37 38
38 1 38 39
39 1 39 40
40 1 40 41
41 1 41 42
42 1 42 43
43 1 43 44
44 1 44 45
45 1 45 46
46 1 46 47
47 1 47 48
48 1 48 49
49 1 49 50
50 1 50 51
51 1 51 52
52 1 52 53
53 1 53 54
54 1 54 55
55 1 55 56
56 1 56 57
57 1 57 58
58 1 58 59
59 1 59 60
60 1 60 61
61 1 61 62
62 1 62 63
63 1 63 64
64 1 64 65
65 1 65 66
66 1 66 67
67 1 67 68
68 1 68 69
69 1 69 70
70 1 70 71
71 1 71 72
72 1 72 73
73 1 73 74
74 1 74 75
75 1 75 76
76 1 76 77
77 1 77 78
78 1 78 79
79 1 79 80
80 1 80 81
81 1 81 82
82 1 82 83
83 1 83 84
84 1 84 85
85 1 85 86
86 1 86 87
87 1 87 88
88 1 88 89
